@relation regression-input-weka.filters.unsupervised.attribute.Remove-R1

@attribute Input_1 numeric
@attribute Input_2 numeric
@attribute Input_3 numeric
@attribute Input_4 numeric
@attribute Input_5 numeric
@attribute Input_6 numeric
@attribute Input_7 numeric
@attribute Input_8 numeric
@attribute Input_9 numeric
@attribute Input_10 numeric
@attribute Input_11 numeric
@attribute Input_12 numeric
@attribute Input_13 numeric
@attribute Input_14 numeric
@attribute Output numeric

@data
34.1667,-1.7718,-1.7828,-1.7217,-1.7315,-1.6941,0.4491,-1.7693,-1.7661,-1.7456,-0.1926,-1.7465,-1.8355,-1.7165,1.8929
34.375,-1.829,-1.6635,-1.7217,-1.8428,-1.7526,1.8687,-1.6559,-1.8223,-1.8031,-0.1454,-1.8031,-1.9467,-1.8835,1.5648
34.5833,-1.829,-1.7232,-1.7791,-1.8985,-1.8111,-0.0624,-1.8826,-1.9347,-1.8605,-0.5187,-1.8031,-2.0022,-1.8278,1.1699
34.7917,-1.829,-1.7232,-1.8364,-1.8985,-1.8111,-0.2826,-1.9959,-2.0471,-1.8605,-0.1029,-1.8597,-2.0578,-1.8835,0.8005
35,-1.829,-1.7828,-1.8938,-1.9541,-1.9282,0.5412,-1.9392,-2.1034,-1.9755,0.1424,-1.8597,-2.0578,-1.7721,0.7403
35.2083,-1.829,-1.9618,-1.8364,-1.8985,-1.8697,-1.5693,-1.9959,-1.8785,-1.918,1.3401,-1.8031,-2.0578,-1.7721,0.6738
35.4167,-1.8863,-2.0811,-1.8364,-1.9541,-1.9282,-0.4478,-1.9959,-1.8223,-1.9755,-0.5103,-1.8597,-2.1134,-1.8835,0.6822
35.625,-1.8863,-2.2004,-1.8364,-1.9541,-1.8697,-0.3567,-2.0526,-1.8785,-2.1478,0.9379,-1.8031,-2.1134,-1.9392,0.7367
35.8333,-1.829,-2.2004,-1.7791,-1.9541,-1.8111,0.0877,-2.1092,-1.8785,-2.2627,-1.8952,-1.8031,-2.0578,-1.8278,0.903
36.0417,-1.8863,-2.2004,-1.8364,-2.0098,-1.9282,0.1798,-1.9959,-1.8785,-2.0904,-0.0337,-1.7465,-2.1134,-1.9392,1.3302
36.25,-2.058,-2.0811,-1.8938,-2.0098,-1.9282,1.719,-2.0526,-1.8785,-2.0904,-1.0402,-1.6899,-2.1134,-1.9949,1.9397
36.4583,-2.058,-2.2004,-1.9512,-2.0655,-1.9282,-0.1883,-1.9959,-2.2158,-2.3202,-0.3239,-1.7465,-2.1134,-1.9392,2.3091
36.6667,-2.0008,-2.0215,-1.9512,-2.0098,-1.9867,-0.931,-2.0526,-2.1596,-2.1478,-0.9,-1.7465,-2.0578,-1.9392,1.9748
36.875,-1.829,-1.6635,-1.7217,-1.7871,-1.7526,-0.3933,-1.9392,-1.6536,-1.7456,-1.2227,-1.5767,-1.8911,-1.7165,1.6861
37.0833,-1.6573,-1.4249,-1.4922,-1.6201,-1.577,2.0565,-1.5426,-1.4288,-1.5158,-0.9576,-1.4635,-1.6132,-1.4937,1.4601
37.2917,-1.5427,-1.3056,-1.32,-1.5088,-1.4014,-1.1283,-1.3726,-1.3163,-1.4009,-1.8885,-1.3504,-1.3354,-1.3267,1.2927
37.5,-1.4282,-1.3056,-1.2627,-1.2861,-1.3429,0.6735,-1.3726,-1.2601,-1.3434,-0.4014,-1.4069,-1.3354,-1.2153,1.2241
37.7083,-1.371,-1.3652,-1.2627,-1.2861,-1.3429,0.676,-1.2593,-1.2039,-1.2285,-0.4138,-1.3504,-1.2243,-1.2153,1.1638
37.9167,-1.371,-1.3652,-1.2627,-1.2305,-1.3429,0.0593,-1.2593,-1.2039,-1.2285,-0.9868,-1.2938,-1.1687,-1.1596,1.1212
38.125,-1.3137,-1.4249,-1.2627,-1.2305,-1.3429,-0.9677,-1.2593,-1.1477,-1.2285,1.744,-1.2938,-1.1687,-1.1596,1.1343
38.3333,-1.2565,-1.4249,-1.32,-1.1748,-1.3429,0.2069,-1.2593,-1.0915,-1.2285,0.4196,-1.3504,-1.2243,-1.1596,1.2929
38.5417,-1.2565,-1.4845,-1.4348,-1.1748,-1.4014,-0.589,-1.316,-1.2039,-1.286,-2.2515,-1.4069,-1.2243,-1.2153,1.6416
38.75,-1.4282,-1.4249,-1.4922,-1.3975,-1.577,0.1351,-1.3726,-1.3163,-1.4009,1.1312,-1.4069,-1.3354,-1.271,1.6247
38.9583,-1.4855,-1.4249,-1.6069,-1.3975,-1.6356,0.6908,-1.3726,-1.5412,-1.4009,-1.2123,-1.4069,-1.3354,-1.271,1.5593
39.1667,-1.5427,-1.3056,-1.6069,-1.3975,-1.6356,0.3601,-1.486,-1.5412,-1.4009,-0.4791,-1.4635,-1.5577,-1.3824,1.387
39.375,-1.5427,-1.4249,-1.6069,-1.3975,-1.6356,-1.1187,-1.4293,-1.5974,-1.5733,0.3769,-1.4635,-1.5021,-1.3267,1.0451
39.5833,-1.5427,-1.4249,-1.6069,-1.3975,-1.6356,-1.0075,-1.4293,-1.5974,-1.6307,0.7898,-1.4635,-1.5577,-1.3824,0.6132
39.7917,-1.5427,-1.4845,-1.6069,-1.3975,-1.6356,-0.8828,-1.316,-1.5974,-1.6882,-1.3058,-1.4635,-1.5577,-1.3824,0.2346
40,-1.4855,-1.5442,-1.6069,-1.3975,-1.6356,0.1094,-1.3726,-1.5974,-1.6882,-0.3461,-1.4069,-1.5577,-1.3824,0.041
40.2083,-1.4855,-1.5442,-1.6069,-1.3975,-1.6356,0.7448,-1.3726,-1.5974,-1.6307,-0.7726,-1.4069,-1.5577,-1.438,-0.0833
40.4167,-1.5427,-1.6039,-1.6069,-1.5088,-1.6356,-0.6948,-1.3726,-1.5974,-1.5733,0.2515,-1.4069,-1.5577,-1.3824,-0.0611
40.625,-1.5427,-1.6635,-1.6069,-1.5088,-1.6356,1.1611,-1.3726,-1.5974,-1.5733,0.889,-1.4069,-1.5577,-1.438,-0.0468
40.8333,-1.5427,-1.6635,-1.6069,-1.5088,-1.6356,-0.215,-1.3726,-1.5974,-1.5733,-0.0987,-1.4069,-1.5577,-1.438,0.1478
41.0417,-1.6,-1.6039,-1.6069,-1.5088,-1.6356,-0.4075,-1.4293,-1.5974,-1.5733,-1.7738,-1.4069,-1.5577,-1.438,0.5105
41.25,-1.6,-1.6635,-1.6069,-1.5088,-1.6941,0.2454,-1.486,-1.5974,-1.5733,-0.2915,-1.5201,-1.5577,-1.438,1.0854
41.4583,-1.6,-1.6635,-1.6069,-1.5088,-1.6356,0.244,-1.486,-1.5974,-1.5733,-0.1684,-1.5201,-1.6132,-1.4937,1.3475
41.6667,-1.6,-1.6635,-1.6643,-1.5088,-1.6941,-0.5299,-1.4293,-1.5974,-1.6307,1.5341,-1.5767,-1.6132,-1.4937,1.3863
41.875,-1.5427,-1.5442,-1.6069,-1.5088,-1.6356,-1.3092,-1.486,-1.5974,-1.6307,-0.491,-1.5767,-1.5577,-1.438,1.3774
42.0833,-1.5427,-1.6635,-1.5495,-1.5088,-1.6356,0.9768,-1.4293,-1.5412,-1.5733,-0.0087,-1.4635,-1.5577,-1.438,1.264
42.2917,-1.4855,-1.6635,-1.4922,-1.5088,-1.5185,-0.6659,-1.4293,-1.4288,-1.5733,-1.7511,-1.4069,-1.4465,-1.438,1.1521
42.5,-1.4282,-1.5442,-1.4922,-1.4531,-1.5185,0.8501,-1.4293,-1.4288,-1.5158,0.0359,-1.4069,-1.5021,-1.438,0.9912
42.7083,-1.371,-1.4845,-1.4348,-1.4531,-1.5185,0.3255,-1.3726,-1.4288,-1.5158,0.3829,-1.4069,-1.4465,-1.3824,0.9244
42.9167,-1.4282,-1.5442,-1.4922,-1.4531,-1.5185,0.4819,-1.3726,-1.3725,-1.4583,-0.2243,-1.4069,-1.5577,-1.438,0.7844
43.125,-1.4282,-1.5442,-1.4922,-1.4531,-1.5185,-1.709,-1.4293,-1.485,-1.4583,1.0143,-1.5201,-1.4465,-1.3267,0.8195
43.3333,-1.4855,-1.5442,-1.5495,-1.4531,-1.577,-0.0988,-1.4293,-1.485,-1.5158,0.7285,-1.5767,-1.5577,-1.438,0.8562
43.5417,-1.4855,-1.6635,-1.5495,-1.4531,-1.577,-2.4431,-1.486,-1.485,-1.5733,-0.53,-1.6899,-1.5577,-1.4937,1.3996
43.75,-1.6,-1.6635,-1.6069,-1.5088,-1.577,1.6981,-1.5993,-1.5974,-1.5733,-1.3804,-1.8031,-1.6132,-1.6608,1.4866
43.9583,-1.6,-1.6635,-1.6643,-1.5645,-1.6356,-1.0848,-1.7126,-1.5974,-1.5733,-0.6885,-1.8597,-1.6688,-1.5494,1.4284
44.1667,-1.6573,-1.7232,-1.6643,-1.6758,-1.6941,-0.7451,-1.8259,-1.5974,-1.6307,-0.4564,-2.0295,-1.6688,-1.6051,1.3639
44.375,-1.7145,-1.7828,-1.7791,-1.8428,-1.7526,1.517,-1.8826,-1.7098,-1.6307,0.1244,-2.0295,-1.6688,-1.7165,1.2927
44.5833,-1.7145,-1.9021,-1.7791,-1.9541,-1.7526,0.1543,-1.9959,-1.7098,-1.6307,-0.5866,-2.1427,-1.8355,-1.8278,1.1408
44.7917,-1.7718,-1.9618,-1.7791,-1.9541,-1.8111,1.5202,-2.1092,-1.7098,-1.6307,-1.1472,-2.1993,-1.9467,-1.9392,0.8297
45,-1.8863,-2.0811,-1.8364,-2.0655,-1.8111,-1.0818,-2.2226,-1.7661,-1.7456,0.189,-2.3124,-2.0578,-2.1062,0.7564
45.2083,-2.058,-2.2004,-1.8938,-2.2324,-1.8697,1.2,-2.2226,-1.8785,-1.8605,0.9043,-2.369,-2.1134,-2.1062,0.759
45.4167,-2.1153,-2.2601,-1.9512,-2.2881,-1.9282,-1.6394,-2.3359,-1.9909,-1.918,0.1615,-2.4822,-2.2245,-2.2733,0.8201
45.625,-2.2871,-2.3198,-2.1233,-2.4551,-2.0452,0.3101,-2.4492,-2.1034,-2.0329,1.7852,-2.5388,-2.3357,-2.329,0.881
45.8333,-2.3443,-2.3794,-2.1233,-2.4551,-2.1038,-0.5509,-2.5059,-2.2158,-2.1478,1.1705,-2.5954,-2.4468,-2.3846,0.9933
46.0417,-2.4016,-2.3794,-2.2381,-2.5108,-2.2208,0.1105,-2.5059,-2.2158,-2.1478,-0.3986,-2.5954,-2.4468,-2.4403,1.2494
46.25,-2.4016,-2.4987,-2.2954,-2.5108,-2.2793,0.143,-2.6192,-2.2158,-2.2053,1.1134,-2.7086,-2.4468,-2.4403,1.5173
46.4583,-2.4588,-2.4987,-2.4102,-2.5664,-2.3964,0.262,-2.6192,-2.272,-2.3202,-1.2568,-2.7086,-2.5579,-2.496,1.8171
46.6667,-2.5161,-2.618,-2.4102,-2.5664,-2.3964,0.0658,-2.6758,-2.272,-2.3202,1.6295,-2.7086,-2.5579,-2.496,2.1342
46.875,-2.5734,-2.618,-2.4102,-2.6221,-2.3964,-1.2625,-2.6192,-2.272,-2.3202,0.1294,-2.652,-2.5579,-2.496,2.139
47.0833,-2.3443,-2.3794,-2.2954,-2.4551,-2.2793,-0.6377,-2.6192,-2.272,-2.2627,-1.403,-2.5954,-2.4468,-2.3846,2.0989
47.2917,-2.2871,-2.3794,-2.2381,-2.3438,-2.2208,0.1041,-2.5059,-2.1034,-2.2053,-0.3265,-2.4822,-2.2245,-2.1619,1.6765
47.5,-2.1153,-2.3794,-2.1233,-2.2324,-2.1038,1.6019,-2.3925,-2.0471,-2.0904,0.166,-2.369,-2.169,-2.1062,1.4241
47.7083,-2.058,-2.2004,-2.0086,-2.1211,-2.0452,1.0644,-2.3359,-1.9347,-2.0329,0.0587,-2.3124,-2.1134,-2.0506,1.1781
47.9167,-1.9435,-2.2004,-1.9512,-2.0655,-1.9867,1.4489,-2.1659,-1.9347,-1.9755,-0.0393,-2.2559,-2.0578,-1.9949,1.0041
48.125,-1.8863,-2.3198,-1.9512,-2.0098,-1.9867,-0.5987,-2.1659,-1.8785,-1.9755,-1.8704,-2.1993,-1.9467,-1.9392,0.9125
48.3333,-1.8863,-2.3198,-1.9512,-2.0098,-1.9867,-0.1716,-2.1659,-1.9347,-2.0329,0.983,-2.1993,-2.0022,-1.9392,1.1287
48.5417,-1.9435,-2.3198,-1.9512,-2.0098,-1.9867,0.3851,-2.1659,-2.0471,-2.0904,0.9315,-2.2559,-2.169,-2.0506,1.7288
48.75,-2.058,-2.4391,-2.1807,-2.1768,-2.1623,0.6131,-2.2792,-2.2158,-2.2627,0.9459,-2.3124,-2.2245,-2.1619,1.8193
48.9583,-2.2298,-2.4391,-2.3528,-2.3994,-2.2793,1.4925,-2.3359,-2.272,-2.3777,0.6736,-2.4256,-2.3357,-2.2733,1.7137
49.1667,-2.4588,-2.4391,-2.4102,-2.5108,-2.3964,0.9938,-2.3925,-2.272,-2.3202,0.9865,-2.4256,-2.4468,-2.496,1.6665
49.375,-2.5734,-2.4391,-2.525,-2.6221,-2.3964,-0.5819,-2.4492,-2.3844,-2.3777,0.0204,-2.4256,-2.5579,-2.496,1.5503
49.5833,-2.6306,-2.4391,-2.525,-2.7334,-2.5134,0.7509,-2.4492,-2.3844,-2.4351,-0.6596,-2.4822,-2.5579,-2.5517,1.3095
49.7917,-2.6879,-2.4391,-2.6397,-2.7334,-2.572,-1.3072,-2.5059,-2.5531,-2.4926,-2.4385,-2.4822,-2.5579,-2.6074,0.9938
50,-2.8024,-2.4391,-2.6971,-2.8448,-2.6305,-0.2476,-2.5625,-2.6093,-2.6075,-0.9633,-2.4822,-2.6135,-2.6074,0.8815
50.2083,-2.8596,-2.4391,-2.8692,-2.8448,-2.7475,1.2587,-2.5625,-2.6655,-2.6649,-2.6314,-2.5388,-2.6135,-2.7187,0.8303
50.4167,-2.9169,-2.5584,-2.8692,-2.9561,-2.7475,1.9846,-2.5059,-2.7217,-2.7224,0.6002,-2.5388,-2.6135,-2.7187,0.8494
50.625,-2.9169,-2.618,-2.9266,-2.9561,-2.8646,1.0304,-2.5625,-2.778,-2.7224,1.0622,-2.5954,-2.6691,-2.7187,0.8858
50.8333,-2.9169,-2.618,-2.984,-2.9561,-2.8646,-0.571,-2.6192,-2.778,-2.7224,2.2507,-2.5954,-2.6135,-2.7187,0.9436
51.0417,-2.9742,-2.618,-2.9266,-2.9561,-2.8646,-0.2324,-2.6192,-2.778,-2.7224,-1.5035,-2.5954,-2.6135,-2.8301,1.1932
51.25,-2.9742,-2.7374,-2.984,-2.9561,-2.9231,-0.2568,-2.6192,-2.778,-2.7224,-0.825,-2.652,-2.6691,-2.7744,1.4123
51.4583,-2.9742,-2.618,-3.0414,-2.9561,-2.9816,0.5679,-2.6192,-2.778,-2.7798,-1.0502,-2.652,-2.6691,-2.8301,1.7129
51.6667,-2.8596,-2.5584,-2.984,-2.9561,-2.9231,-0.0269,-2.6758,-2.778,-2.7224,0.513,-2.652,-2.6691,-2.7187,1.9179
51.875,-2.6306,-2.2601,-2.5823,-2.6778,-2.572,-0.1421,-2.5625,-2.3282,-2.4351,0.3116,-2.369,-2.3357,-2.3846,1.7618
52.0833,-2.3443,-1.9618,-2.2381,-2.2881,-2.2793,0.0696,-2.1659,-2.0471,-2.1478,0.752,-2.1427,-2.169,-2.1062,1.4279
52.2917,-2.1153,-1.9021,-2.0659,-1.9541,-2.1038,0.9296,-2.0526,-1.8223,-1.9755,-0.2654,-2.0295,-1.8911,-1.8278,1.2263
52.5,-1.8863,-1.9021,-1.8364,-1.6758,-1.9282,1.3375,-1.8826,-1.7661,-1.918,1.2608,-1.8031,-1.7244,-1.6608,1.0175
52.7083,-1.6573,-1.8425,-1.7217,-1.5088,-1.7526,-0.5344,-1.7693,-1.6536,-1.8031,-0.9903,-1.7465,-1.6688,-1.6051,0.6546
52.9167,-1.4855,-1.8425,-1.6643,-1.2861,-1.6356,-0.2386,-1.6559,-1.6536,-1.7456,-1.7015,-1.6333,-1.6132,-1.4937,0.4991
53.125,-1.371,-1.8425,-1.5495,-1.2861,-1.577,-0.1328,-1.5993,-1.5412,-1.6882,0.4161,-1.6333,-1.5021,-1.438,0.6069
53.3333,-1.3137,-1.8425,-1.4922,-1.2861,-1.46,-0.4058,-1.5993,-1.5412,-1.6307,1.9309,-1.6333,-1.5577,-1.438,0.7978
53.5417,-1.3137,-1.8425,-1.6069,-1.1748,-1.6356,0.5685,-1.6559,-1.6536,-1.7456,-1.0885,-1.6899,-1.6132,-1.438,1.2113
53.75,-1.371,-1.9618,-1.6643,-1.1748,-1.6941,0.5496,-1.6559,-1.7661,-1.8031,0.1499,-1.6899,-1.6688,-1.438,1.2101
53.9583,-1.371,-1.9618,-1.7217,-1.1748,-1.7526,0.2438,-1.7693,-1.7661,-1.8031,0.3038,-1.8031,-1.7244,-1.4937,1.1757
54.1667,-1.4855,-1.9021,-1.7791,-1.2305,-1.8697,-0.7261,-1.7126,-1.7661,-1.8031,-2.1223,-1.6899,-1.6688,-1.4937,1.0734
54.375,-1.371,-1.8425,-1.7217,-1.2861,-1.8111,-0.348,-1.7126,-1.7661,-1.8605,-0.5903,-1.6899,-1.6688,-1.438,0.7923
54.5833,-1.3137,-1.8425,-1.6643,-1.2861,-1.7526,0.4128,-1.5993,-1.7661,-1.8605,-0.4484,-1.5767,-1.6132,-1.438,0.4328
54.7917,-1.371,-1.8425,-1.6643,-1.3418,-1.7526,-1.1316,-1.5426,-1.7098,-1.8605,0.6009,-1.5201,-1.6132,-1.438,0.0604
55,-1.1419,-1.8425,-1.6643,-1.0635,-1.7526,0.5858,-1.486,-1.7098,-1.8031,0.6868,-1.4635,-1.6132,-1.4937,-0.0635
55.2083,-1.1992,-1.7232,-1.6069,-1.0635,-1.6941,-1.4179,-1.4293,-1.7098,-1.7456,0.4658,-1.4635,-1.5021,-1.438,-0.1921
55.4167,-1.2565,-1.7232,-1.6069,-1.0078,-1.6941,0.0826,-1.4293,-1.5974,-1.6882,0.4406,-1.4635,-1.4465,-1.3267,-0.1205
55.625,-1.1992,-1.6039,-1.5495,-1.0078,-1.6356,1.7844,-1.3726,-1.5412,-1.6307,0.9609,-1.4069,-1.4465,-1.3267,-0.0344
55.8333,-1.1419,-1.4845,-1.4922,-1.0078,-1.577,0.1126,-1.3726,-1.5974,-1.6307,1.5881,-1.4069,-1.391,-1.3267,0.1592
56.0417,-1.1419,-1.4845,-1.4348,-1.0078,-1.5185,0.6319,-1.316,-1.5412,-1.6307,-0.0019,-1.4069,-1.391,-1.3267,0.555
56.25,-1.1992,-1.4845,-1.4922,-1.0078,-1.577,-1.4507,-1.316,-1.485,-1.5733,-1.115,-1.4069,-1.391,-1.3267,1.2295
56.4583,-1.2565,-1.4249,-1.4348,-1.0078,-1.5185,1.2206,-1.3726,-1.4288,-1.5158,-0.4725,-1.4069,-1.4465,-1.3824,1.516
56.6667,-1.2565,-1.3652,-1.4348,-1.0078,-1.5185,1.5026,-1.3726,-1.4288,-1.5158,-0.3311,-1.5201,-1.3354,-1.3267,1.0968
56.875,-0.8557,-1.1863,-1.1479,-0.7851,-1.1673,-1.5872,-1.3726,-1.1477,-1.3434,-2.7881,-1.2938,-1.1687,-1.2153,0.8639
57.0833,-0.6839,-0.9476,-0.861,-0.5625,-0.9332,0.8882,-1.146,-0.8666,-1.0562,-0.1237,-1.0674,-0.8353,-0.9369,0.7007
57.2917,-0.5694,-0.7687,-0.6315,-0.3398,-0.6991,-0.0957,-0.976,-0.4731,-0.7689,-0.0696,-0.841,-0.5574,-0.5471,0.4834
57.5,-0.3976,-0.5897,-0.402,-0.2285,-0.4065,-1.7629,-0.7494,-0.4731,-0.5965,-0.1217,-0.6712,-0.2796,-0.2687,0.3979
57.7083,-0.2831,-0.4704,-0.2299,-0.1728,-0.2895,-0.6828,-0.5227,-0.2482,-0.3092,1.1581,-0.558,-0.224,-0.213,0.2658
57.9167,-0.2258,-0.3511,-0.1725,-0.1171,-0.1139,-0.0705,-0.2961,-0.192,-0.1943,1.0895,-0.3883,-0.1128,-0.1017,0.1734
58.125,-0.2258,-0.3511,-0.0577,-0.2285,-0.0554,0.3433,-0.2961,-0.0796,-0.1368,1.0682,-0.3883,-0.0573,-0.046,0.1904
58.3333,-0.2258,-0.4107,-0.1151,-0.2841,-0.1139,0.2263,-0.4094,-0.0796,-0.1368,-0.1067,-0.558,-0.1684,-0.046,0.3361
58.5417,-0.3976,-0.5897,-0.1725,-0.5625,-0.2309,0.006,-0.4661,-0.2482,-0.3092,-1.473,-0.558,-0.224,-0.2687,0.7327
58.75,-0.5121,-0.8283,-0.4594,-0.5625,-0.465,1.3082,-0.5794,-0.5293,-0.539,1.716,-0.6712,-0.4463,-0.4358,0.8737
58.9583,-0.6839,-0.9476,-0.6315,-0.5625,-0.6406,0.5057,-0.6361,-0.6979,-0.654,-0.985,-0.6146,-0.5574,-0.4914,0.7922
59.1667,-0.8557,-0.9476,-0.8036,-0.7295,-0.6991,0.8172,-0.6361,-1.1477,-0.8263,0.248,-0.6146,-0.8353,-0.7142,0.6349
59.375,-0.6839,-0.888,-0.7463,-0.7295,-0.6406,-0.2335,-0.7494,-1.3163,-1.0562,0.0942,-0.6146,-1.002,-0.8812,0.358
59.5833,-0.6839,-1.0669,-1.0332,-0.7295,-0.9332,0.2164,-0.6361,-1.3163,-1.2285,1.3306,-0.6712,-1.1687,-0.8812,-0.0147
59.7917,-0.7411,-1.2459,-1.2627,-0.7851,-1.0503,0.9744,-0.6361,-1.485,-1.4009,1.2555,-0.6712,-1.1131,-1.104,-0.4613
60,-0.3404,-1.4845,-1.0905,-0.8408,-0.8747,-0.167,-0.8627,-1.5974,-1.6307,-0.3245,-0.7844,-1.2243,-0.9926,-0.5552
60.2083,-0.3404,-1.7232,-1.1479,-0.9521,-0.8747,0.1915,-0.9194,-1.7661,-1.6882,1.9298,-0.7844,-1.391,-1.271,-0.6439
60.4167,-0.5121,-1.8425,-1.2053,-1.0078,-0.9332,-1.2,-0.976,-1.7661,-1.7456,-0.7586,-0.8976,-1.4465,-1.438,-0.581
60.625,-0.8557,-1.8425,-1.32,-1.0078,-1.0503,0.1603,-1.146,-1.8223,-1.8031,0.9741,-1.1806,-1.5577,-1.438,-0.5293
60.8333,-0.8557,-1.7828,-1.4348,-0.9521,-1.2259,0.6746,-1.0327,-1.7661,-1.8031,-0.7921,-1.1806,-1.7244,-1.4937,-0.2501
61.0417,-0.9702,-1.7828,-1.32,-0.9521,-1.1088,-1.6605,-1.2593,-1.5974,-1.8031,0.1597,-1.124,-1.7244,-1.5494,0.1782
61.25,-0.9702,-1.6635,-1.3774,-1.0078,-1.1088,1.3332,-1.3726,-1.7661,-1.8031,0.5887,-1.4069,-1.391,-1.271,0.8849
61.4583,-0.6266,-1.6635,-1.2053,-1.0078,-0.9332,0.0349,-1.2593,-1.5974,-1.918,2.5599,-1.3504,-1.3354,-1.3267,1.2784
61.6667,-0.4549,-1.3652,-0.9184,-1.0635,-0.7577,1.6066,-1.2027,-1.3725,-1.7456,0.2326,-1.2938,-1.1687,-1.271,0.9513
61.875,-0.7984,-0.9476,-0.861,-0.7295,-0.8747,0.2753,-1.0893,-0.979,-1.1711,0.1687,-0.8976,-0.8353,-0.8812,0.6446
62.0833,-0.6266,-0.709,-0.6889,-0.5625,-0.6991,-1.3944,-0.8627,-0.6979,-0.7689,-0.6306,-0.7844,-0.7241,-0.6028,0.3911
62.2917,-0.5121,-0.5897,-0.3446,-0.3398,-0.4065,-1.2736,-0.5227,-0.3044,-0.4241,0.9127,-0.6712,-0.3351,-0.2687,0.2684
62.5,-0.3976,-0.5897,-0.2299,-0.2285,-0.2309,-0.7882,-0.4661,-0.2482,-0.2518,1.1407,-0.3883,-0.224,-0.1574,0.2737
62.7083,-0.2831,-0.3511,-0.1151,-0.2841,-0.1139,-0.3723,-0.3528,-0.0796,-0.0794,0.2652,-0.3317,-0.1684,0.0097,0.2192
62.9167,-0.2831,-0.2914,-0.0004,-0.3398,0.0032,0.3008,-0.2961,-0.0796,-0.0794,1.1746,-0.3317,-0.0573,-0.046,0.1636
63.125,-0.3404,-0.2317,-0.0004,-0.3955,0.0032,-1.0837,-0.2394,-0.0233,-0.0219,1.9591,-0.4449,-0.0017,-0.046,0.1534
63.3333,-0.3976,-0.2914,-0.0004,-0.5625,0.0032,0.0473,-0.3528,-0.0233,-0.0794,0.4139,-0.5014,-0.1128,-0.1017,0.4092
63.5417,-0.5121,-0.4107,-0.1725,-0.6738,-0.1724,1.5959,-0.4661,-0.1358,-0.1943,0.2799,-0.6712,-0.3907,-0.4358,0.9913
63.75,-0.6266,-0.6493,-0.2873,-0.8408,-0.348,-1.1475,-0.6361,-0.3606,-0.4816,0.5853,-0.7844,-0.613,-0.7142,1.129
63.9583,-0.6839,-0.888,-0.402,-0.9521,-0.465,-0.4156,-0.9194,-0.4169,-0.539,0.5335,-0.841,-0.6685,-0.7699,1.1022
64.1667,-0.8557,-1.0669,-0.5741,-1.0635,-0.5821,1.0459,-0.976,-0.5855,-0.5965,-0.4734,-1.0108,-0.9464,-0.8812,1.0569
64.375,-0.9702,-1.1863,-0.7463,-1.1748,-0.6991,-0.3797,-1.0327,-0.8666,-0.8263,-0.6023,-1.1806,-1.1131,-0.8812,0.753
64.5833,-1.0274,-1.1863,-0.9758,-1.0635,-0.8162,0.9462,-1.2027,-1.0915,-0.9987,0.0324,-1.2372,-1.2243,-1.1596,0.4238
64.7917,-1.3137,-1.2459,-1.32,-1.1191,-1.1088,-0.2344,-1.2027,-1.5412,-1.286,0.5816,-1.2938,-1.2798,-1.271,0.0804
65,-1.1992,-1.3652,-1.2627,-1.2861,-1.1673,-1.1601,-1.3726,-1.5412,-1.286,-0.2722,-1.4635,-1.3354,-1.271,-0.0506
65.2083,-1.371,-1.4845,-1.32,-1.3975,-1.3429,-0.6544,-1.4293,-1.485,-1.3434,-0.7598,-1.5201,-1.4465,-1.438,-0.0698
65.4167,-1.5427,-1.4845,-1.5495,-1.4531,-1.5185,1.9868,-1.5426,-1.5412,-1.4009,-0.1493,-1.6333,-1.5577,-1.4937,-0.083
65.625,-1.6,-1.6039,-1.7791,-1.5645,-1.6356,-0.2958,-1.5993,-1.8223,-1.6307,-0.6755,-1.7465,-1.6132,-1.5494,-0.0231
65.8333,-1.6573,-1.7232,-1.7217,-1.6201,-1.6941,0.6006,-1.6559,-1.9909,-1.8031,-2.0524,-1.8031,-1.6688,-1.6608,0.215
66.0417,-1.7718,-1.7232,-1.8364,-1.6758,-1.8111,-0.9066,-1.7693,-2.0471,-1.918,-1.5774,-1.8597,-1.7244,-1.7165,0.5378
66.25,-1.7145,-1.7828,-1.9512,-1.6758,-1.8697,-2.1049,-1.8259,-2.1034,-1.918,1.0423,-1.9729,-1.8355,-1.8278,1.2431
66.4583,-1.829,-1.9021,-1.9512,-1.8428,-1.9282,0.8009,-1.8826,-2.1596,-2.0904,0.0959,-1.9729,-2.0022,-1.8835,1.6392
66.6667,-1.829,-1.7828,-2.0086,-1.7315,-1.9282,-0.9201,-1.9959,-2.1034,-1.9755,1.5254,-2.0295,-1.8355,-1.8278,1.2573
66.875,-1.5427,-1.6635,-1.5495,-1.5088,-1.5185,1.8044,-1.8826,-1.485,-1.5158,-0.624,-1.8597,-1.6132,-1.5494,1.0399
67.0833,-1.3137,-1.4249,-1.32,-1.2861,-1.3429,-0.7363,-1.7693,-1.2601,-1.3434,-0.0251,-1.8031,-1.5021,-1.3267,0.8741
67.2917,-1.2565,-1.3652,-1.2053,-1.1748,-1.2844,-0.9726,-1.7126,-1.2039,-1.2285,-0.7175,-1.8031,-1.3354,-1.271,0.764
67.5,-1.1419,-1.3056,-1.0905,-1.1191,-1.1088,1.0882,-1.5993,-1.0915,-1.1136,-0.4397,-1.7465,-1.2243,-1.1596,0.6595
